Team,Match Up,Game Date,Season,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF
GSW,GSW vs. UTA,02/12/2019,,W,240,115,44,89,49.4,13,41,31.7,14,21,66.7,5,35,40,29,12,7,7,20
PHI,PHI vs. BOS,02/12/2019,,L,240,109,39,80,48.8,9,27,33.3,22,31,71.0,10,37,47,21,4,3,14,20
BOS,BOS @ PHI,02/12/2019,,W,240,112,41,88,46.6,13,29,44.8,17,21,81.0,8,33,41,24,9,3,5,23
POR,POR @ OKC,02/11/2019,,L,240,111,36,87,41.4,11,29,37.9,28,38,73.7,10,36,46,18,8,7,13,24
OKC,OKC vs. POR,02/11/2019,,W,240,120,41,86,47.7,16,35,45.7,22,29,75.9,7,38,45,23,9,7,12,28
TOR,TOR vs. BKN,02/11/2019,,W,240,127,50,92,54.3,9,31,29.0,18,20,90.0,5,35,40,32,12,3,14,16
BKN,BKN @ TOR,02/11/2019,,L,240,125,46,88,52.3,20,41,48.8,13,18,72.2,5,26,31,33,6,3,15,18
MIN,MIN vs. LAC,02/11/2019,,W,240,130,47,90,52.2,6,18,33.3,30,36,83.3,16,28,44,28,14,1,13,22
LAC,LAC @ MIN,02/11/2019,,L,240,120,37,72,51.4,12,29,41.4,34,39,87.2,8,29,37,24,8,2,21,28
DEN,DEN vs. MIA,02/11/2019,,W,240,103,38,89,42.7,16,37,43.2,11,13,84.6,10,35,45,27,7,6,15,17
MIA,MIA @ DEN,02/11/2019,,L,240,87,34,82,41.5,9,33,27.3,10,16,62.5,7,40,47,23,10,5,19,16
IND,IND vs. CHA,02/11/2019,,W,240,99,38,74,51.4,8,25,32.0,15,17,88.2,5,34,39,25,3,3,12,22
CHA,CHA @ IND,02/11/2019,,L,240,90,29,90,32.2,7,40,17.5,25,33,75.8,21,30,51,15,7,2,7,15
DET,DET vs. WAS,02/11/2019,,W,240,121,44,85,51.8,15,36,41.7,18,21,85.7,10,38,48,25,6,2,16,21
WAS,WAS @ DET,02/11/2019,,L,240,112,42,84,50.0,14,39,35.9,14,19,73.7,7,30,37,31,7,5,14,21
DAL,DAL @ HOU,02/11/2019,,L,240,104,35,73,47.9,13,36,36.1,21,27,77.8,3,30,33,21,5,1,18,17
HOU,HOU vs. DAL,02/11/2019,,W,240,120,42,90,46.7,23,60,38.3,13,15,86.7,9,29,38,28,13,5,11,26
NYK,NYK @ CLE,02/11/2019,,L,240,104,42,92,45.7,7,26,26.9,13,20,65.0,10,36,46,21,8,9,10,17
CLE,CLE vs. NYK,02/11/2019,,W,240,107,38,95,40.0,14,44,31.8,17,19,89.5,17,39,56,20,6,2,18,16
CHI,CHI vs. MIL,02/11/2019,,L,240,99,37,96,38.5,9,28,32.1,16,18,88.9,9,36,45,24,8,2,14,22
MIL,MIL @ CHI,02/11/2019,,W,240,112,38,80,47.5,12,38,31.6,24,29,82.8,5,44,49,24,6,7,17,18
SAC,SAC vs. PHX,02/10/2019,,W,240,117,38,84,45.2,9,31,29.0,32,44,72.7,11,38,49,26,12,11,12,21
PHX,PHX @ SAC,02/10/2019,,L,240,104,38,91,41.8,6,27,22.2,22,30,73.3,15,39,54,22,5,4,17,31
DAL,DAL vs. POR,02/10/2019,,W,240,102,36,87,41.4,12,37,32.4,18,23,78.3,11,28,39,20,6,3,16,20
POR,POR @ DAL,02/10/2019,,L,240,101,42,86,48.8,9,29,31.0,8,14,57.1,12,36,48,24,7,4,19,26
ATL,ATL vs. ORL,02/10/2019,,L,240,108,37,80,46.3,13,32,40.6,21,25,84.0,5,28,33,27,5,6,11,21
ORL,ORL @ ATL,02/10/2019,,W,240,124,43,91,47.3,13,37,35.1,25,28,89.3,11,38,49,29,4,9,8,21
GSW,GSW vs. MIA,02/10/2019,,W,240,120,44,82,53.7,13,36,36.1,19,26,73.1,7,29,36,28,8,5,12,16
MIA,MIA @ GSW,02/10/2019,,L,240,118,48,105,45.7,18,43,41.9,4,8,50.0,21,31,52,32,6,4,16,22
PHI,PHI vs. LAL,02/10/2019,,W,240,143,56,97,57.7,12,24,50.0,19,22,86.4,7,35,42,33,10,3,8,17
LAL,LAL @ PHI,02/10/2019,,L,240,120,48,93,51.6,10,27,37.0,14,19,73.7,9,34,43,31,3,4,16,21
MEM,MEM vs. NOP,02/09/2019,,W,240,99,38,88,43.2,8,29,27.6,15,18,83.3,10,35,45,27,6,2,12,24
NOP,NOP @ MEM,02/09/2019,,L,240,90,34,86,39.5,6,33,18.2,16,27,59.3,17,35,52,25,6,5,15,22
MIL,MIL vs. ORL,02/09/2019,,L,240,83,31,95,32.6,6,35,17.1,15,18,83.3,12,39,51,18,5,8,10,16
ORL,ORL @ MIL,02/09/2019,,W,240,103,44,94,46.8,10,27,37.0,5,6,83.3,9,48,57,28,5,8,12,20
CHA,CHA @ ATL,02/09/2019,,W,240,129,48,88,54.5,19,42,45.2,14,18,77.8,10,27,37,30,12,7,14,17
ATL,ATL vs. CHA,02/09/2019,,L,240,120,46,86,53.5,14,33,42.4,14,19,73.7,10,26,36,26,10,3,18,18
IND,IND vs. CLE,02/09/2019,,W,240,105,45,84,53.6,9,26,34.6,6,10,60.0,6,37,43,31,8,5,10,13
CLE,CLE @ IND,02/09/2019,,L,240,90,35,79,44.3,16,36,44.4,4,9,44.4,5,25,30,23,3,2,13,13
SAS,SAS @ UTA,02/09/2019,,L,240,105,40,89,44.9,7,22,31.8,18,20,90.0,5,31,36,24,7,3,9,17
UTA,UTA vs. SAS,02/09/2019,,W,240,125,47,90,52.2,16,41,39.0,15,20,75.0,9,43,52,29,7,3,11,17
OKC,OKC @ HOU,02/09/2019,,W,240,117,40,89,44.9,13,34,38.2,24,30,80.0,12,41,53,20,7,5,19,24
HOU,HOU vs. OKC,02/09/2019,,L,240,112,37,86,43.0,16,45,35.6,22,30,73.3,7,32,39,18,10,7,12,26
BOS,BOS vs. LAC,02/09/2019,,L,240,112,39,92,42.4,9,26,34.6,25,31,80.6,8,37,45,21,9,3,12,29
LAC,LAC @ BOS,02/09/2019,,W,240,123,40,84,47.6,12,30,40.0,31,40,77.5,6,43,49,28,6,6,17,27
TOR,TOR @ NYK,02/09/2019,,W,240,104,33,86,38.4,14,35,40.0,24,29,82.8,10,37,47,27,8,5,12,15
NYK,NYK vs. TOR,02/09/2019,,L,240,99,39,94,41.5,10,25,40.0,11,19,57.9,15,42,57,22,9,4,15,26
WAS,WAS @ CHI,02/09/2019,,W,240,134,55,95,57.9,12,27,44.4,12,14,85.7,6,33,39,38,6,6,13,23
CHI,CHI vs. WAS,02/09/2019,,L,240,125,49,97,50.5,6,23,26.1,21,28,75.0,14,31,45,28,7,5,11,15
NOP,NOP vs. MIN,02/08/2019,,W,240,122,43,91,47.3,9,30,30.0,27,28,96.4,8,37,45,27,11,7,11,21
MIN,MIN @ NOP,02/08/2019,,L,240,117,46,91,50.5,9,21,42.9,16,22,72.7,10,39,49,22,6,8,16,20
WAS,WAS vs. CLE,02/08/2019,,W,240,119,46,92,50.0,12,35,34.3,15,16,93.8,10,38,48,35,10,4,16,19
CLE,CLE @ WAS,02/08/2019,,L,240,106,36,96,37.5,12,38,31.6,22,25,88.0,17,35,52,21,6,3,14,16
MIA,MIA @ SAC,02/08/2019,,L,240,96,38,88,43.2,11,33,33.3,9,19,47.4,11,38,49,26,6,8,20,21
SAC,SAC vs. MIA,02/08/2019,,W,240,102,37,90,41.1,9,26,34.6,19,25,76.0,10,36,46,18,11,5,14,17
DAL,DAL vs. MIL,02/08/2019,,L,240,107,36,87,41.4,22,53,41.5,13,20,65.0,9,28,37,23,6,5,14,15
MIL,MIL @ DAL,02/08/2019,,W,240,122,51,93,54.8,10,36,27.8,10,12,83.3,10,41,51,25,4,5,13,21
DET,DET vs. NYK,02/08/2019,,W,240,120,42,86,48.8,13,30,43.3,23,29,79.3,11,35,46,24,3,6,13,27
NYK,NYK @ DET,02/08/2019,,L,240,103,35,78,44.9,7,22,31.8,26,41,63.4,10,29,39,22,6,5,13,23
CHI,CHI @ BKN,02/08/2019,,W,240,125,46,85,54.1,14,28,50.0,19,24,79.2,8,42,50,27,5,5,18,21
BKN,BKN vs. CHI,02/08/2019,,L,240,106,39,94,41.5,13,41,31.7,15,16,93.8,6,27,33,26,9,1,13,21
GSW,GSW @ PHX,02/08/2019,,W,240,117,41,81,50.6,10,29,34.5,25,35,71.4,9,40,49,30,5,9,18,23
PHX,PHX vs. GSW,02/08/2019,,L,240,107,39,101,38.6,6,31,19.4,23,30,76.7,19,29,48,23,12,1,12,28
DEN,DEN @ PHI,02/08/2019,,L,240,110,46,94,48.9,6,26,23.1,12,13,92.3,8,32,40,35,5,3,13,19
PHI,PHI vs. DEN,02/08/2019,,W,240,117,39,78,50.0,10,22,45.5,29,32,90.6,7,35,42,23,7,5,17,12
OKC,OKC vs. MEM,02/07/2019,,W,240,117,43,90,47.8,17,44,38.6,14,22,63.6,11,33,44,29,17,2,11,25
MEM,MEM @ OKC,02/07/2019,,L,240,95,34,77,44.2,7,24,29.2,20,23,87.0,8,37,45,19,9,4,24,21
ATL,ATL vs. TOR,02/07/2019,,L,240,101,36,80,45.0,16,35,45.7,13,25,52.0,8,34,42,25,5,3,17,25
TOR,TOR @ ATL,02/07/2019,,W,240,119,40,87,46.0,13,40,32.5,26,33,78.8,12,38,50,29,6,2,8,23
IND,IND vs. LAC,02/07/2019,,W,240,116,49,87,56.3,9,22,40.9,9,11,81.8,7,35,42,26,15,12,19,20
LAC,LAC @ IND,02/07/2019,,L,240,92,37,85,43.5,6,17,35.3,12,19,63.2,9,27,36,23,14,6,21,19
SAS,SAS @ POR,02/07/2019,,L,240,118,48,91,52.7,12,21,57.1,10,14,71.4,10,33,43,19,3,3,18,16
POR,POR vs. SAS,02/07/2019,,W,240,127,49,91,53.8,11,31,35.5,18,18,100,4,29,33,26,11,4,8,14
MIN,MIN @ ORL,02/07/2019,,L,240,112,46,99,46.5,10,26,38.5,10,12,83.3,16,27,43,23,8,4,12,19
ORL,ORL vs. MIN,02/07/2019,,W,240,122,45,83,54.2,11,26,42.3,21,23,91.3,10,31,41,23,5,7,13,16
LAL,LAL @ BOS,02/07/2019,,W,240,129,50,97,51.5,22,41,53.7,7,18,38.9,10,33,43,35,5,6,8,19
BOS,BOS vs. LAL,02/07/2019,,L,240,128,46,94,48.9,16,38,42.1,20,20,100,11,37,48,35,7,5,8,16
HOU,HOU @ SAC,02/06/2019,,W,240,127,45,100,45.0,20,51,39.2,17,18,94.4,13,29,42,17,13,7,12,19
SAC,SAC vs. HOU,02/06/2019,,L,240,101,39,91,42.9,11,33,33.3,12,20,60.0,20,34,54,21,5,6,22,22
DAL,DAL vs. CHA,02/06/2019,,W,240,99,38,94,40.4,11,36,30.6,12,17,70.6,15,42,57,25,8,5,13,12
CHA,CHA @ DAL,02/06/2019,,L,240,93,36,89,40.4,9,37,24.3,12,17,70.6,8,39,47,17,9,9,14,17
MIL,MIL vs. WAS,02/06/2019,,W,240,148,56,93,60.2,19,30,63.3,17,26,65.4,8,26,34,33,15,3,15,20
WAS,WAS @ MIL,02/06/2019,,L,240,129,48,92,52.2,17,37,45.9,16,19,84.2,8,32,40,34,6,5,24,23
PHX,PHX @ UTA,02/06/2019,,L,240,88,35,75,46.7,3,17,17.6,15,19,78.9,7,29,36,23,8,2,22,25
UTA,UTA vs. PHX,02/06/2019,,W,240,116,42,84,50.0,11,28,39.3,21,32,65.6,12,31,43,29,13,5,16,18
BKN,BKN vs. DEN,02/06/2019,,W,240,135,46,90,51.1,19,34,55.9,24,33,72.7,5,35,40,36,9,5,14,22
DEN,DEN @ BKN,02/06/2019,,L,240,130,50,99,50.5,13,35,37.1,17,21,81.0,12,36,48,32,7,8,13,26
CHI,CHI vs. NOP,02/06/2019,,L,240,120,45,91,49.5,16,36,44.4,14,19,73.7,9,27,36,27,8,6,8,23
NOP,NOP @ CHI,02/06/2019,,W,240,125,45,85,52.9,15,35,42.9,20,30,66.7,14,32,46,26,1,6,12,18
GSW,GSW vs. SAS,02/06/2019,,W,240,141,55,95,57.9,16,34,47.1,15,21,71.4,14,38,52,42,14,5,12,20
SAS,SAS @ GSW,02/06/2019,,L,240,102,35,81,43.2,12,32,37.5,20,21,95.2,4,26,30,24,6,5,18,19
OKC,OKC vs. ORL,02/05/2019,,W,240,132,46,92,50.0,13,30,43.3,27,37,73.0,8,41,49,25,11,2,17,25
ORL,ORL @ OKC,02/05/2019,,L,240,122,42,90,46.7,11,37,29.7,27,34,79.4,8,32,40,27,14,4,18,29
MEM,MEM vs. MIN,02/05/2019,,W,240,108,36,86,41.9,15,34,44.1,21,29,72.4,12,27,39,18,11,6,8,18
MIN,MIN @ MEM,02/05/2019,,L,240,106,39,87,44.8,9,29,31.0,19,20,95.0,16,39,55,26,4,4,17,23
CHA,CHA vs. LAC,02/05/2019,,L,240,115,39,93,41.9,15,42,35.7,22,26,84.6,11,33,44,19,8,9,5,19
LAC,LAC @ CHA,02/05/2019,,W,240,117,42,87,48.3,18,24,75.0,15,17,88.2,8,40,48,25,1,6,11,24
LAL,LAL @ IND,02/05/2019,,L,240,94,35,75,46.7,4,21,19.0,20,26,76.9,3,31,34,25,5,3,19,14
IND,IND vs. LAL,02/05/2019,,W,240,136,56,98,57.1,19,34,55.9,5,8,62.5,10,30,40,37,11,7,10,20
MIA,MIA @ POR,02/05/2019,,W,240,118,45,83,54.2,7,22,31.8,21,25,84.0,8,38,46,18,11,7,12,15
POR,POR vs. MIA,02/05/2019,,L,240,108,42,93,45.2,15,39,38.5,9,12,75.0,7,26,33,30,6,2,13,21
CLE,CLE vs. BOS,02/05/2019,,L,240,96,40,96,41.7,9,33,27.3,7,8,87.5,15,32,47,21,6,0,14,17
BOS,BOS @ CLE,02/05/2019,,W,240,103,40,82,48.8,9,26,34.6,14,14,100,8,34,42,29,10,10,13,14
DET,DET @ NYK,02/05/2019,,W,240,105,37,79,46.8,12,34,35.3,19,24,79.2,6,35,41,22,4,7,11,21
NYK,NYK vs. DET,02/05/2019,,L,240,92,36,90,40.0,9,33,27.3,11,15,73.3,13,31,44,17,5,4,11,23
TOR,TOR @ PHI,02/05/2019,,W,240,119,41,89,46.1,11,31,35.5,26,32,81.3,15,27,42,27,12,0,13,27
PHI,PHI vs. TOR,02/05/2019,,L,240,107,31,70,44.3,7,24,29.2,38,41,92.7,5,29,34,20,8,3,18,22
NOP,NOP vs. IND,02/04/2019,,L,240,107,39,90,43.3,9,38,23.7,20,24,83.3,13,42,55,26,6,4,17,19
IND,IND @ NOP,02/04/2019,,W,240,109,41,91,45.1,10,28,35.7,17,24,70.8,8,35,43,25,5,3,9,17
WAS,WAS vs. ATL,02/04/2019,,L,240,129,48,97,49.5,12,38,31.6,21,29,72.4,13,27,40,34,5,8,9,20
ATL,ATL @ WAS,02/04/2019,,W,240,137,46,91,50.5,20,40,50.0,25,29,86.2,14,36,50,29,7,2,14,22
SAS,SAS @ SAC,02/04/2019,,L,240,112,42,98,42.9,9,32,28.1,19,21,90.5,15,31,46,18,6,3,9,20
SAC,SAC vs. SAS,02/04/2019,,W,240,127,50,90,55.6,13,32,40.6,14,23,60.9,8,40,48,26,5,5,8,18
DET,DET vs. DEN,02/04/2019,,W,240,129,48,88,54.5,16,37,43.2,17,20,85.0,16,37,53,32,8,8,20,20
DEN,DEN @ DET,02/04/2019,,L,240,103,41,92,44.6,9,28,32.1,12,22,54.5,10,22,32,28,10,3,14,19
PHX,PHX vs. HOU,02/04/2019,,L,240,110,45,84,53.6,7,25,28.0,13,18,72.2,9,29,38,29,9,1,17,20
HOU,HOU @ PHX,02/04/2019,,W,240,118,43,87,49.4,13,41,31.7,19,25,76.0,12,31,43,19,13,2,14,19
BKN,BKN vs. MIL,02/04/2019,,L,240,94,33,102,32.4,5,42,11.9,23,28,82.1,16,40,56,23,5,9,13,21
MIL,MIL @ BKN,02/04/2019,,W,240,113,43,101,42.6,10,39,25.6,17,25,68.0,15,44,59,29,9,7,11,20
TOR,TOR vs. LAC,02/03/2019,,W,240,121,43,94,45.7,9,33,27.3,26,31,83.9,16,40,56,21,10,5,16,28
LAC,LAC @ TOR,02/03/2019,,L,240,103,38,89,42.7,2,12,16.7,25,29,86.2,7,29,36,15,7,7,13,24
BOS,BOS vs. OKC,02/03/2019,,W,240,134,54,91,59.3,13,34,38.2,13,17,76.5,5,33,38,36,8,6,14,22
OKC,OKC @ BOS,02/03/2019,,L,240,129,45,92,48.9,14,35,40.0,25,34,73.5,11,31,42,25,12,5,11,18
NYK,NYK vs. MEM,02/03/2019,,L,240,84,28,74,37.8,12,40,30.0,16,22,72.7,6,39,45,20,4,6,15,16
MEM,MEM @ NYK,02/03/2019,,W,240,96,37,91,40.7,9,26,34.6,13,18,72.2,10,39,49,25,8,4,8,20
WAS,WAS vs. MIL,02/02/2019,,L,240,115,43,93,46.2,10,33,30.3,19,26,73.1,12,34,46,28,6,6,12,19
MIL,MIL @ WAS,02/02/2019,,W,240,131,45,91,49.5,17,39,43.6,24,24,100,6,40,46,30,10,4,12,19
CHI,CHI @ CHA,02/02/2019,,L,240,118,42,81,51.9,9,24,37.5,25,25,100,8,31,39,20,4,2,10,20
CHA,CHA vs. CHI,02/02/2019,,W,240,125,43,82,52.4,14,32,43.8,25,29,86.2,9,27,36,25,6,2,7,21
DEN,DEN @ MIN,02/02/2019,,W,240,107,42,89,47.2,13,33,39.4,10,14,71.4,15,33,48,29,3,7,10,16
MIN,MIN vs. DEN,02/02/2019,,L,240,106,42,89,47.2,11,34,32.4,11,16,68.8,8,33,41,27,6,4,10,15
SAC,SAC vs. PHI,02/02/2019,,W,240,115,42,92,45.7,11,30,36.7,20,24,83.3,12,38,50,22,9,2,16,19
PHI,PHI @ SAC,02/02/2019,,L,240,108,41,93,44.1,7,33,21.2,19,25,76.0,14,32,46,19,9,5,14,22
UTA,UTA vs. HOU,02/02/2019,,L,240,98,31,86,36.0,11,41,26.8,25,36,69.4,14,37,51,19,8,9,23,21
HOU,HOU @ UTA,02/02/2019,,W,240,125,40,87,46.0,15,39,38.5,30,37,81.1,8,40,48,17,15,8,14,29
MIA,MIA vs. IND,02/02/2019,,L,240,88,30,71,42.3,9,30,30.0,19,26,73.1,10,33,43,21,8,4,24,19
IND,IND @ MIA,02/02/2019,,W,240,95,38,89,42.7,7,24,29.2,12,17,70.6,14,29,43,26,15,4,14,20
LAC,LAC @ DET,02/02/2019,,W,240,111,40,82,48.8,10,20,50.0,21,34,61.8,11,36,47,22,5,4,13,24
DET,DET vs. LAC,02/02/2019,,L,240,101,35,83,42.2,17,42,40.5,14,20,70.0,7,31,38,21,6,4,14,27
DAL,DAL @ CLE,02/02/2019,,W,240,111,40,84,47.6,16,39,41.0,15,19,78.9,9,41,50,20,2,4,13,26
CLE,CLE vs. DAL,02/02/2019,,L,240,98,34,85,40.0,4,23,17.4,26,33,78.8,11,33,44,20,7,2,6,22
BKN,BKN @ ORL,02/02/2019,,L,240,89,33,91,36.3,10,38,26.3,13,16,81.3,8,42,50,23,6,2,19,11
ORL,ORL vs. BKN,02/02/2019,,W,240,102,41,94,43.6,10,27,37.0,10,12,83.3,7,42,49,25,11,8,14,17
ATL,ATL @ PHX,02/02/2019,,W,240,118,43,84,51.2,14,32,43.8,18,26,69.2,16,37,53,21,6,5,24,18
PHX,PHX vs. ATL,02/02/2019,,L,240,112,45,96,46.9,12,32,37.5,10,18,55.6,10,27,37,31,15,5,10,23
NOP,NOP @ SAS,02/02/2019,,L,240,108,43,96,44.8,10,35,28.6,12,12,100,5,37,42,26,6,4,9,16
SAS,SAS vs. NOP,02/02/2019,,W,240,113,44,92,47.8,9,23,39.1,16,18,88.9,10,40,50,29,5,2,11,16
LAL,LAL @ GSW,02/02/2019,,L,240,101,42,96,43.8,7,27,25.9,10,17,58.8,13,36,49,23,5,4,15,18
GSW,GSW vs. LAL,02/02/2019,,W,240,115,43,91,47.3,11,34,32.4,18,19,94.7,7,37,44,31,4,9,10,17
MEM,MEM @ CHA,02/01/2019,,L,240,92,35,80,43.8,9,29,31.0,13,17,76.5,9,31,40,23,8,3,14,22
CHA,CHA vs. MEM,02/01/2019,,W,240,100,32,73,43.8,12,29,41.4,24,28,85.7,6,34,40,15,6,7,12,17
HOU,HOU @ DEN,02/01/2019,,L,240,122,45,85,52.9,16,44,36.4,16,21,76.2,11,19,30,23,6,3,10,24
DEN,DEN vs. HOU,02/01/2019,,W,240,136,51,82,62.2,14,31,45.2,20,23,87.0,10,26,36,37,7,4,8,14
ATL,ATL @ UTA,02/01/2019,,L,240,112,39,98,39.8,14,46,30.4,20,24,83.3,8,32,40,23,11,4,11,27
UTA,UTA vs. ATL,02/01/2019,,W,240,128,46,87,52.9,12,35,34.3,24,30,80.0,11,40,51,31,4,6,15,22
MIA,MIA vs. OKC,02/01/2019,,L,240,102,41,92,44.6,11,36,30.6,9,14,64.3,11,36,47,28,7,2,18,17
OKC,OKC @ MIA,02/01/2019,,W,240,118,44,91,48.4,16,30,53.3,14,19,73.7,13,37,50,23,10,4,15,20
BOS,BOS @ NYK,02/01/2019,,W,240,113,46,100,46.0,13,37,35.1,8,10,80.0,11,32,43,25,11,7,7,18
NYK,NYK vs. BOS,02/01/2019,,L,240,99,39,86,45.3,9,31,29.0,12,12,100,8,40,48,21,2,2,18,15
TOR,TOR vs. MIL,01/31/2019,,L,240,92,37,93,39.8,7,27,25.9,11,13,84.6,8,31,39,16,9,4,16,20
MIL,MIL @ TOR,01/31/2019,,W,240,105,39,79,49.4,14,38,36.8,13,17,76.5,7,43,50,21,13,6,20,16
DAL,DAL @ DET,01/31/2019,,L,240,89,36,88,40.9,7,25,28.0,10,14,71.4,11,33,44,18,2,5,12,21
DET,DET vs. DAL,01/31/2019,,W,240,93,33,86,38.4,9,33,27.3,18,23,78.3,15,37,52,21,5,5,11,24
LAC,LAC vs. LAL,01/31/2019,,L,265,120,46,104,44.2,14,43,32.6,14,26,53.8,12,39,51,26,11,8,10,27
LAL,LAL @ LAC,01/31/2019,,W,265,123,42,92,45.7,11,26,42.3,28,35,80.0,7,49,56,28,7,4,16,24
IND,IND @ ORL,01/31/2019,,L,240,100,41,91,45.1,4,19,21.1,14,16,87.5,6,36,42,26,8,2,10,18
ORL,ORL vs. IND,01/31/2019,,W,240,107,38,82,46.3,11,25,44.0,20,22,90.9,9,39,48,25,4,5,15,19
BKN,BKN @ SAS,01/31/2019,,L,240,114,42,89,47.2,11,34,32.4,19,29,65.5,5,41,46,30,5,7,14,23
SAS,SAS vs. BKN,01/31/2019,,W,240,117,40,100,40.0,12,33,36.4,25,29,86.2,13,37,50,23,6,3,9,21
GSW,GSW vs. PHI,01/31/2019,,L,240,104,41,88,46.6,11,38,28.9,11,16,68.8,9,28,37,30,13,7,15,19
PHI,PHI @ GSW,01/31/2019,,W,240,113,41,88,46.6,12,37,32.4,19,24,79.2,16,33,49,30,11,5,19,19
NOP,NOP vs. DEN,01/30/2019,,L,240,99,37,89,41.6,15,36,41.7,10,13,76.9,8,40,48,27,4,4,15,20
DEN,DEN @ NOP,01/30/2019,,W,240,105,42,89,47.2,9,30,30.0,12,19,63.2,6,37,43,31,10,7,10,17
WAS,WAS vs. IND,01/30/2019,,W,240,107,41,78,52.6,12,28,42.9,13,21,61.9,8,33,41,27,8,4,15,24
IND,IND @ WAS,01/30/2019,,L,240,89,33,84,39.3,9,31,29.0,14,18,77.8,10,29,39,27,6,3,17,21
MIN,MIN vs. MEM,01/30/2019,,W,265,99,37,95,38.9,8,35,22.9,17,22,77.3,11,30,41,25,12,3,13,24
MEM,MEM @ MIN,01/30/2019,,L,265,97,36,87,41.4,6,23,26.1,19,22,86.4,14,37,51,21,3,7,18,27
ATL,ATL @ SAC,01/30/2019,,L,240,113,38,86,44.2,16,46,34.8,21,25,84.0,9,27,36,24,7,3,21,19
SAC,SAC vs. ATL,01/30/2019,,W,240,135,54,99,54.5,11,35,31.4,16,21,76.2,15,38,53,36,7,2,14,24
POR,POR vs. UTA,01/30/2019,,W,240,132,48,90,53.3,16,32,50.0,20,23,87.0,11,35,46,28,7,5,15,17
UTA,UTA @ POR,01/30/2019,,L,240,105,38,85,44.7,11,34,32.4,18,21,85.7,8,28,36,24,9,4,17,22
CHI,CHI @ MIA,01/30/2019,,W,240,105,40,78,51.3,8,19,42.1,17,21,81.0,5,35,40,26,6,3,13,20
MIA,MIA vs. CHI,01/30/2019,,L,240,89,34,89,38.2,12,42,28.6,9,13,69.2,15,32,47,22,6,2,15,20
CHA,CHA @ BOS,01/30/2019,,L,240,94,39,89,43.8,13,40,32.5,3,7,42.9,7,24,31,20,7,5,12,17
BOS,BOS vs. CHA,01/30/2019,,W,240,126,50,90,55.6,12,29,41.4,14,16,87.5,12,41,53,34,10,7,12,14
NYK,NYK vs. DAL,01/30/2019,,L,240,90,32,78,41.0,6,26,23.1,20,28,71.4,5,29,34,16,10,5,12,15
DAL,DAL @ NYK,01/30/2019,,W,240,114,45,84,53.6,15,38,39.5,9,11,81.8,7,42,49,31,4,1,19,19
DET,DET vs. MIL,01/29/2019,,L,240,105,42,89,47.2,12,37,32.4,9,12,75.0,10,29,39,29,8,3,12,14
MIL,MIL @ DET,01/29/2019,,W,240,115,47,87,54.0,13,32,40.6,8,10,80.0,6,33,39,32,9,6,11,15
HOU,HOU vs. NOP,01/29/2019,,L,240,116,40,101,39.6,19,56,33.9,17,24,70.8,15,30,45,22,11,5,12,20
NOP,NOP @ HOU,01/29/2019,,W,240,121,46,90,51.1,9,31,29.0,20,25,80.0,13,42,55,27,8,9,17,17
WAS,WAS @ CLE,01/29/2019,,L,240,113,42,87,48.3,12,36,33.3,17,23,73.9,3,33,36,31,8,1,6,22
CLE,CLE vs. WAS,01/29/2019,,W,240,116,45,84,53.6,15,34,44.1,11,24,45.8,7,41,48,30,3,2,16,21
OKC,OKC @ ORL,01/29/2019,,W,240,126,49,91,53.8,9,21,42.9,19,26,73.1,6,37,43,25,7,8,7,16
ORL,ORL vs. OKC,01/29/2019,,L,240,117,44,102,43.1,14,41,34.1,15,18,83.3,18,35,53,26,4,5,12,18
BKN,BKN vs. CHI,01/29/2019,,W,240,122,42,94,44.7,10,35,28.6,28,40,70.0,7,36,43,25,11,2,8,21
CHI,CHI @ BKN,01/29/2019,,L,240,117,47,94,50.0,9,28,32.1,14,19,73.7,5,45,50,17,6,8,18,29
LAL,LAL vs. PHI,01/29/2019,,L,240,105,43,92,46.7,7,23,30.4,12,16,75.0,14,35,49,26,7,4,21,20
PHI,PHI @ LAL,01/29/2019,,W,240,121,42,93,45.2,15,36,41.7,22,28,78.6,12,32,44,33,15,6,12,15
SAS,SAS vs. PHX,01/29/2019,,W,240,126,47,100,47.0,15,34,44.1,17,20,85.0,14,22,36,29,9,4,11,15
PHX,PHX @ SAS,01/29/2019,,L,240,124,48,80,60.0,13,29,44.8,15,19,78.9,3,35,38,26,8,5,18,22
DEN,DEN @ MEM,01/28/2019,,W,240,95,37,84,44.0,8,36,22.2,13,14,92.9,9,28,37,17,10,2,15,18
MEM,MEM vs. DEN,01/28/2019,,L,240,92,35,78,44.9,9,32,28.1,13,19,68.4,9,33,42,26,5,7,20,22
CHA,CHA vs. NYK,01/28/2019,,W,240,101,39,94,41.5,11,34,32.4,12,16,75.0,13,38,51,25,4,10,10,20
NYK,NYK @ CHA,01/28/2019,,L,240,92,34,85,40.0,7,23,30.4,17,26,65.4,8,38,46,19,6,6,10,15
GSW,GSW @ IND,01/28/2019,,W,240,132,53,98,54.1,13,31,41.9,13,16,81.3,13,35,48,39,9,7,14,19
IND,IND vs. GSW,01/28/2019,,L,240,100,40,94,42.6,12,30,40.0,8,10,80.0,10,28,38,29,4,5,15,18
